Energy Use Record Name,Carbon Footprint Name,Organization Asset,Asset Contact,Allocated Renewable Energy (kWh),Cooling Consumption,Cooling Unit,Diesel Consumption,Diesel Unit,Electricity Consumption,Electricity Unit,Electricity Emission Factors,Heat Consumption,Heat Unit,Natural Gas Consumption,Natural Gas Unit,Fuel Oil Consumption,Fuel Oil Unit,Steam Consumption,Steam Unit,Emission Conversion Factors,Energy Contract,Energy Service Provider,Carbon Inventory Date,Record Type,Report End Date,Report Start Date,Refrigerant GWP Factor,Renewable Energy Project Type
140 Mission St - Oct2019,140 Mission St FY20,140 Mission St,Sonali Agarwhal,75900,1000,kWh,1000,Liters,189000,kWh,CAMX - eGRID2018,10000,Therms,12500,Therms,1000,Liters,5000,Therms,GeneralConversionFactors,RE SSH-Y22 FY20,Xcel Energy,12/17/19,Commercial Building,10/31/19,10/1/19,HCFC-142b - 2018 revision,Solar
140 Mission St - Sep2019,140 Mission St FY20,140 Mission St,Sonali Agarwhal,79400,1000,kWh,1000,Liters,149000,kWh,CAMX - eGRID2018,10000,Therms,12500,Therms,1000,Liters,5000,Therms,GeneralConversionFactors,L-Mass LLC SO-4 FY20,Xcel Energy,12/17/19,Commercial Building,9/30/19,9/1/19,HCFC-142b - 2018 revision,Solar
140 Mission St - Jul2019,140 Mission St FY20,140 Mission St,Sonali Agarwhal,85400,1000,kWh,1000,Liters,170000,kWh,CAMX - eGRID2018,1000,Therms,10500,Therms,1000,Liters,5000,Therms,GeneralConversionFactors,Blade4 W-REC-6 FY20,Xcel Energy,12/17/19,Commercial Building,7/31/19,7/1/19,HCFC-142b - 2018 revision,Solar
140 Mission St - Jun2019,140 Mission St FY20,140 Mission St,Sonali Agarwhal,91000,1000,kWh,1000,Liters,275000,kWh,CAMX - eGRID2018,1000,Therms,20500,Therms,1000,Liters,5000,Therms,GeneralConversionFactors,RE on-bill geothermal XP-992 FY20,Xcel Energy,12/17/19,Commercial Building,6/30/19,6/1/19,HCFC-142b - 2018 revision,Solar
140 Mission St - Aug2019,140 Mission St FY20,140 Mission St,Sonali Agarwhal,98000,1000,kWh,1000,Liters,170000,kWh,CAMX - eGRID2018,10000,Therms,10500,Therms,1000,Liters,5000,Therms,GeneralConversionFactors,RE PiperFarm SO-192 FY20,Xcel Energy,12/17/19,Commercial Building,8/31/19,8/1/19,HCFC-142b - 2018 revision,Solar
140 Mission St - Nov2019,140 Mission St FY20,140 Mission St,Sonali Agarwhal,50000,1000,kWh,1000,Liters,89000,kWh,CAMX - eGRID2018,10000,Therms,12500,Therms,1000,Liters,5000,Therms,GeneralConversionFactors,RE SSH-Y22 FY20,Xcel Energy,12/17/19,Commercial Building,11/30/19,11/1/19,HCFC-142b - 2018 revision,Solar
140 Mission St - Feb2019,140 Mission St FY20,140 Mission St,Sonali Agarwhal,75900,100,kWh,1000,Liters,250000,kWh,CAMX - eGRID2018,1000,Therms,500,Therms,1000,Liters,1000,Therms,GeneralConversionFactors,L-Mass LLC SO-4 FY20,Xcel Energy,12/17/19,Commercial Building,2/28/19,2/1/19,HCFC-142b - 2018 revision,Solar
140 Mission St - Apr2019,140 Mission St FY20,140 Mission St,Sonali Agarwhal,79400,100,kWh,1000,Liters,175000,kWh,CAMX - eGRID2018,1000,Therms,25500,Therms,1000,Liters,1000,Therms,GeneralConversionFactors,Blade4 W-REC-6 FY20,Xcel Energy,12/17/19,Commercial Building,4/30/19,4/1/19,HCFC-142b - 2018 revision,Solar
140 Mission St - Mar2019,140 Mission St FY20,140 Mission St,Sonali Agarwhal,85400,100,kWh,1000,Liters,150000,kWh,CAMX - eGRID2018,1000,Therms,500,Therms,1000,Liters,1000,Therms,GeneralConversionFactors,RE on-bill geothermal XP-992 FY20,Xcel Energy,12/17/19,Commercial Building,3/31/19,3/1/19,HCFC-142b - 2018 revision,Solar
140 Mission St - Dec2019,140 Mission St FY20,140 Mission St,Sonali Agarwhal,91000,1000,kWh,1000,Liters,129000,kWh,CAMX - eGRID2018,10000,Therms,52500,Therms,1000,Liters,5000,Therms,GeneralConversionFactors,RE PiperFarm SO-192 FY20,Xcel Energy,12/17/19,Commercial Building,12/31/19,12/1/19,HCFC-142b - 2018 revision,Solar
140 Mission St - Jan2019,140 Mission St FY20,140 Mission St,Sonali Agarwhal,98000,10,kWh,100,Liters,200000,kWh,CAMX - eGRID2018,100,Therms,1000,Therms,100,Liters,1000,Therms,GeneralConversionFactors,RE SSH-Y22 FY20,Xcel Energy,12/17/19,Commercial Building,1/31/19,1/1/19,HCFC-142b - 2018 revision,Solar
140 Mission St - May2019,140 Mission St FY20,140 Mission St,Sonali Agarwhal,102680,100,kWh,1000,Liters,175000,kWh,CAMX - eGRID2018,1000,Therms,20500,Therms,1000,Liters,5000,Therms,GeneralConversionFactors,L-Mass LLC SO-4 FY20,Xcel Energy,12/17/19,Commercial Building,5/31/19,5/1/19,HCFC-142b - 2018 revision,Solar
499 Centennial Pkwy - Oct2019,499 Centennial Pkwy FY20,499 Centennial Pkwy,Sonali Agarwhal,75900,1000,kWh,1000,Liters,189000,kWh,CAMX - eGRID2018,10000,Therms,12500,Therms,1000,Liters,5000,Therms,GeneralConversionFactors,Blade4 W-REC-6 FY20,Xcel Energy,12/17/19,Commercial Building,10/31/19,10/1/19,HCFC-142b - 2018 revision,Solar
499 Centennial Pkwy - Sep2019,499 Centennial Pkwy FY20,499 Centennial Pkwy,Sonali Agarwhal,79400,1000,kWh,1000,Liters,149000,kWh,CAMX - eGRID2018,10000,Therms,12500,Therms,1000,Liters,5000,Therms,GeneralConversionFactors,RE on-bill geothermal XP-992 FY20,Xcel Energy,12/17/19,Commercial Building,9/30/19,9/1/19,HCFC-142b - 2018 revision,Solar
499 Centennial Pkwy - Jul2019,499 Centennial Pkwy FY20,499 Centennial Pkwy,Sonali Agarwhal,85400,1000,kWh,1000,Liters,170000,kWh,CAMX - eGRID2018,1000,Therms,10500,Therms,1000,Liters,5000,Therms,GeneralConversionFactors,RE PiperFarm SO-192 FY20,Xcel Energy,12/17/19,Commercial Building,7/31/19,7/1/19,HCFC-142b - 2018 revision,Solar
499 Centennial Pkwy - Jun2019,499 Centennial Pkwy FY20,499 Centennial Pkwy,Sonali Agarwhal,91000,1000,kWh,1000,Liters,275000,kWh,CAMX - eGRID2018,1000,Therms,20500,Therms,1000,Liters,5000,Therms,GeneralConversionFactors,RE SSH-Y22 FY20,Xcel Energy,12/17/19,Commercial Building,6/30/19,6/1/19,HCFC-142b - 2018 revision,Solar
499 Centennial Pkwy - Aug2019,499 Centennial Pkwy FY20,499 Centennial Pkwy,Sonali Agarwhal,98000,1000,kWh,1000,Liters,170000,kWh,CAMX - eGRID2018,10000,Therms,10500,Therms,1000,Liters,5000,Therms,GeneralConversionFactors,L-Mass LLC SO-4 FY20,Xcel Energy,12/17/19,Commercial Building,8/31/19,8/1/19,HCFC-142b - 2018 revision,Solar
499 Centennial Pkwy - Nov2019,499 Centennial Pkwy FY20,499 Centennial Pkwy,Sonali Agarwhal,50000,1000,kWh,1000,Liters,89000,kWh,CAMX - eGRID2018,10000,Therms,12500,Therms,1000,Liters,5000,Therms,GeneralConversionFactors,Blade4 W-REC-6 FY20,Xcel Energy,12/17/19,Commercial Building,11/30/19,11/1/19,HCFC-142b - 2018 revision,Solar
499 Centennial Pkwy - Feb2019,499 Centennial Pkwy FY20,499 Centennial Pkwy,Sonali Agarwhal,108260,100,kWh,1000,Liters,250000,kWh,CAMX - eGRID2018,1000,Therms,500,Therms,1000,Liters,1000,Therms,GeneralConversionFactors,RE on-bill geothermal XP-992 FY20,Xcel Energy,12/17/19,Commercial Building,2/28/19,2/1/19,HCFC-142b - 2018 revision,Solar
499 Centennial Pkwy - Apr2019,499 Centennial Pkwy FY20,499 Centennial Pkwy,Sonali Agarwhal,113840,100,kWh,1000,Liters,175000,kWh,CAMX - eGRID2018,1000,Therms,25500,Therms,1000,Liters,1000,Therms,GeneralConversionFactors,RE PiperFarm SO-192 FY20,Xcel Energy,12/17/19,Commercial Building,4/30/19,4/1/19,HCFC-142b - 2018 revision,Solar
499 Centennial Pkwy - Mar2019,499 Centennial Pkwy FY20,499 Centennial Pkwy,Sonali Agarwhal,119420,100,kWh,1000,Liters,150000,kWh,CAMX - eGRID2018,1000,Therms,500,Therms,1000,Liters,1000,Therms,GeneralConversionFactors,RE SSH-Y22 FY20,Xcel Energy,12/17/19,Commercial Building,3/31/19,3/1/19,HCFC-142b - 2018 revision,Solar
499 Centennial Pkwy - Dec2019,499 Centennial Pkwy FY20,499 Centennial Pkwy,Sonali Agarwhal,91000,1000,kWh,1000,Liters,129000,kWh,CAMX - eGRID2018,10000,Therms,52500,Therms,1000,Liters,5000,Therms,GeneralConversionFactors,L-Mass LLC SO-4 FY20,Xcel Energy,12/17/19,Commercial Building,12/31/19,12/1/19,HCFC-142b - 2018 revision,Solar
499 Centennial Pkwy - Jan2019,499 Centennial Pkwy FY20,499 Centennial Pkwy,Sonali Agarwhal,98000,10,kWh,100,Liters,200000,kWh,CAMX - eGRID2018,100,Therms,1000,Therms,100,Liters,1000,Therms,GeneralConversionFactors,Blade4 W-REC-6 FY20,Xcel Energy,12/17/19,Commercial Building,1/31/19,1/1/19,HCFC-142b - 2018 revision,Solar
499 Centennial Pkwy - May2019,499 Centennial Pkwy FY20,499 Centennial Pkwy,Sonali Agarwhal,102680,100,kWh,1000,Liters,175000,kWh,CAMX - eGRID2018,1000,Therms,20500,Therms,1000,Liters,5000,Therms,GeneralConversionFactors,RE on-bill geothermal XP-992 FY20,Xcel Energy,12/17/19,Commercial Building,5/31/19,5/1/19,HCFC-142b - 2018 revision,Solar
940 14th St #290 - Oct2019,940 14th St #290 FY20,940 14th St #290,Sonali Agarwhal,125000,1000,kWh,1000,Liters,189000,kWh,CAMX - eGRID2018,10000,Therms,12500,Therms,1000,Liters,5000,Therms,GeneralConversionFactors,RE PiperFarm SO-192 FY20,Xcel Energy,12/17/19,Commercial Building,10/31/19,10/1/19,HCFC-142b - 2018 revision,Solar
940 14th St #290 - Sep2019,940 14th St #290 FY20,940 14th St #290,Sonali Agarwhal,130580,1000,kWh,1000,Liters,149000,kWh,CAMX - eGRID2018,10000,Therms,12500,Therms,1000,Liters,5000,Therms,GeneralConversionFactors,RE SSH-Y22 FY20,Xcel Energy,12/17/19,Commercial Building,9/30/19,9/1/19,HCFC-142b - 2018 revision,Solar
940 14th St #290 - Jul2019,940 14th St #290 FY20,940 14th St #290,Sonali Agarwhal,136160,1000,kWh,1000,Liters,170000,kWh,CAMX - eGRID2018,1000,Therms,10500,Therms,1000,Liters,5000,Therms,GeneralConversionFactors,L-Mass LLC SO-4 FY20,Xcel Energy,12/17/19,Commercial Building,7/31/19,7/1/19,HCFC-142b - 2018 revision,Solar
940 14th St #290 - Jun2019,940 14th St #290 FY20,940 14th St #290,Sonali Agarwhal,91000,1000,kWh,1000,Liters,275000,kWh,CAMX - eGRID2018,1000,Therms,20500,Therms,1000,Liters,5000,Therms,GeneralConversionFactors,Blade4 W-REC-6 FY20,Xcel Energy,12/17/19,Commercial Building,6/30/19,6/1/19,HCFC-142b - 2018 revision,Solar
940 14th St #290 - Aug2019,940 14th St #290 FY20,940 14th St #290,Sonali Agarwhal,98000,1000,kWh,1000,Liters,170000,kWh,CAMX - eGRID2018,10000,Therms,10500,Therms,1000,Liters,5000,Therms,GeneralConversionFactors,RE on-bill geothermal XP-992 FY20,Xcel Energy,12/17/19,Commercial Building,8/31/19,8/1/19,HCFC-142b - 2018 revision,Solar
940 14th St #290 - Nov2019,940 14th St #290 FY20,940 14th St #290,Sonali Agarwhal,50000,1000,kWh,1000,Liters,89000,kWh,CAMX - eGRID2018,10000,Therms,12500,Therms,1000,Liters,5000,Therms,GeneralConversionFactors,RE PiperFarm SO-192 FY20,Xcel Energy,12/17/19,Commercial Building,11/30/19,11/1/19,HCFC-142b - 2018 revision,Solar
940 14th St #290 - Feb2019,940 14th St #290 FY20,940 14th St #290,Sonali Agarwhal,75900,100,kWh,1000,Liters,250000,kWh,CAMX - eGRID2018,1000,Therms,500,Therms,1000,Liters,1000,Therms,GeneralConversionFactors,RE SSH-Y22 FY20,Xcel Energy,12/17/19,Commercial Building,2/28/19,2/1/19,HCFC-142b - 2018 revision,Solar
940 14th St #290 - Apr2019,940 14th St #290 FY20,940 14th St #290,Sonali Agarwhal,79400,100,kWh,1000,Liters,175000,kWh,CAMX - eGRID2018,1000,Therms,25500,Therms,1000,Liters,1000,Therms,GeneralConversionFactors,L-Mass LLC SO-4 FY20,Xcel Energy,12/17/19,Commercial Building,4/30/19,4/1/19,HCFC-142b - 2018 revision,Solar
940 14th St #290 - Mar2019,940 14th St #290 FY20,940 14th St #290,Sonali Agarwhal,85400,100,kWh,1000,Liters,150000,kWh,CAMX - eGRID2018,1000,Therms,500,Therms,1000,Liters,1000,Therms,GeneralConversionFactors,Blade4 W-REC-6 FY20,Xcel Energy,12/17/19,Commercial Building,3/31/19,3/1/19,HCFC-142b - 2018 revision,Solar
940 14th St #290 - Dec2019,940 14th St #290 FY20,940 14th St #290,Sonali Agarwhal,91000,1000,kWh,1000,Liters,129000,kWh,CAMX - eGRID2018,10000,Therms,52500,Therms,1000,Liters,5000,Therms,GeneralConversionFactors,RE on-bill geothermal XP-992 FY20,Xcel Energy,12/17/19,Commercial Building,12/31/19,12/1/19,HCFC-142b - 2018 revision,Solar
940 14th St #290 - Jan2019,940 14th St #290 FY20,940 14th St #290,Sonali Agarwhal,98000,10,kWh,100,Liters,200000,kWh,CAMX - eGRID2018,100,Therms,1000,Therms,100,Liters,1000,Therms,GeneralConversionFactors,RE PiperFarm SO-192 FY20,Xcel Energy,12/17/19,Commercial Building,1/31/19,1/1/19,HCFC-142b - 2018 revision,Solar
940 14th St #290 - May2019,940 14th St #290 FY20,940 14th St #290,Sonali Agarwhal,102680,100,kWh,1000,Liters,175000,kWh,CAMX - eGRID2018,1000,Therms,20500,Therms,1000,Liters,5000,Therms,GeneralConversionFactors,RE SSH-Y22 FY20,Xcel Energy,12/17/19,Commercial Building,5/31/19,5/1/19,HCFC-142b - 2018 revision,Solar
Longs Tower East - Oct2019,Longs Tower East FY20,Longs Tower East,Sonali Agarwhal,125000,1000,kWh,1000,Liters,189000,kWh,CAMX - eGRID2018,10000,Therms,12500,Therms,1000,Liters,5000,Therms,GeneralConversionFactors,L-Mass LLC SO-4 FY20,Xcel Energy,12/17/19,Commercial Building,10/31/19,10/1/19,HCFC-142b - 2018 revision,Solar
Longs Tower East - Sep2019,Longs Tower East FY20,Longs Tower East,Sonali Agarwhal,130580,1000,kWh,1000,Liters,149000,kWh,CAMX - eGRID2018,10000,Therms,12500,Therms,1000,Liters,5000,Therms,GeneralConversionFactors,Blade4 W-REC-6 FY20,Xcel Energy,12/17/19,Commercial Building,9/30/19,9/1/19,HCFC-142b - 2018 revision,Solar
Longs Tower East - Jul2019,Longs Tower East FY20,Longs Tower East,Sonali Agarwhal,136160,1000,kWh,1000,Liters,170000,kWh,CAMX - eGRID2018,1000,Therms,10500,Therms,1000,Liters,5000,Therms,GeneralConversionFactors,RE on-bill geothermal XP-992 FY20,Xcel Energy,12/17/19,Commercial Building,7/31/19,7/1/19,HCFC-142b - 2018 revision,Solar
Longs Tower East - Jun2019,Longs Tower East FY20,Longs Tower East,Sonali Agarwhal,91000,1000,kWh,1000,Liters,275000,kWh,CAMX - eGRID2018,1000,Therms,20500,Therms,1000,Liters,5000,Therms,GeneralConversionFactors,RE PiperFarm SO-192 FY20,Xcel Energy,12/17/19,Commercial Building,6/30/19,6/1/19,HCFC-142b - 2018 revision,Solar
Longs Tower East - Aug2019,Longs Tower East FY20,Longs Tower East,Sonali Agarwhal,98000,1000,kWh,1000,Liters,170000,kWh,CAMX - eGRID2018,10000,Therms,10500,Therms,1000,Liters,5000,Therms,GeneralConversionFactors,RE SSH-Y22 FY20,Xcel Energy,12/17/19,Commercial Building,8/31/19,8/1/19,HCFC-142b - 2018 revision,Solar
Longs Tower East - Nov2019,Longs Tower East FY20,Longs Tower East,Sonali Agarwhal,50000,1000,kWh,1000,Liters,89000,kWh,CAMX - eGRID2018,10000,Therms,12500,Therms,1000,Liters,5000,Therms,GeneralConversionFactors,L-Mass LLC SO-4 FY20,Xcel Energy,12/17/19,Commercial Building,11/30/19,11/1/19,HCFC-142b - 2018 revision,Solar
Longs Tower East - Feb2019,Longs Tower East FY20,Longs Tower East,Sonali Agarwhal,108260,100,kWh,1000,Liters,250000,kWh,CAMX - eGRID2018,1000,Therms,500,Therms,1000,Liters,1000,Therms,GeneralConversionFactors,Blade4 W-REC-6 FY20,Xcel Energy,12/17/19,Commercial Building,2/28/19,2/1/19,HCFC-142b - 2018 revision,Solar
Longs Tower East - Apr2019,Longs Tower East FY20,Longs Tower East,Sonali Agarwhal,125000,100,kWh,1000,Liters,175000,kWh,CAMX - eGRID2018,1000,Therms,25500,Therms,1000,Liters,1000,Therms,GeneralConversionFactors,RE on-bill geothermal XP-992 FY20,Xcel Energy,12/17/19,Commercial Building,4/30/19,4/1/19,HCFC-142b - 2018 revision,Solar
Longs Tower East - Mar2019,Longs Tower East FY20,Longs Tower East,Sonali Agarwhal,130580,100,kWh,1000,Liters,150000,kWh,CAMX - eGRID2018,1000,Therms,500,Therms,1000,Liters,1000,Therms,GeneralConversionFactors,RE PiperFarm SO-192 FY20,Xcel Energy,12/17/19,Commercial Building,3/31/19,3/1/19,HCFC-142b - 2018 revision,Solar
Longs Tower East - Dec2019,Longs Tower East FY20,Longs Tower East,Sonali Agarwhal,50000,1000,kWh,1000,Liters,129000,kWh,CAMX - eGRID2018,10000,Therms,52500,Therms,1000,Liters,5000,Therms,GeneralConversionFactors,RE SSH-Y22 FY20,Xcel Energy,12/17/19,Commercial Building,12/31/19,12/1/19,HCFC-142b - 2018 revision,Solar
Longs Tower East - Jan2019,Longs Tower East FY20,Longs Tower East,Sonali Agarwhal,130580,10,kWh,100,Liters,200000,kWh,CAMX - eGRID2018,100,Therms,1000,Therms,100,Liters,1000,Therms,GeneralConversionFactors,L-Mass LLC SO-4 FY20,Xcel Energy,12/17/19,Commercial Building,1/31/19,1/1/19,HCFC-142b - 2018 revision,Solar
Longs Tower East - May2019,Longs Tower East FY20,Longs Tower East,Sonali Agarwhal,136160,100,kWh,1000,Liters,175000,kWh,CAMX - eGRID2018,1000,Therms,20500,Therms,1000,Liters,5000,Therms,GeneralConversionFactors,Blade4 W-REC-6 FY20,Xcel Energy,12/17/19,Commercial Building,5/31/19,5/1/19,HCFC-142b - 2018 revision,Solar
WMDV Square North - Oct2019,WMDV Square North FY20,WMDV Square North,Bobby Bonilla,75900,1000,kWh,1000,Liters,189000,kWh,CAMX - eGRID2018,10000,Therms,12500,Therms,1000,Liters,5000,Therms,GeneralConversionFactors,RE on-bill geothermal XP-992 FY20,Xcel Energy,12/17/19,Commercial Building,10/31/19,10/1/19,HCFC-142b - 2018 revision,Solar
WMDV Square North - Sep2019,WMDV Square North FY20,WMDV Square North,Bobby Bonilla,79400,1000,kWh,1000,Liters,149000,kWh,CAMX - eGRID2018,10000,Therms,12500,Therms,1000,Liters,5000,Therms,GeneralConversionFactors,RE PiperFarm SO-192 FY20,Xcel Energy,12/17/19,Commercial Building,9/30/19,9/1/19,HCFC-142b - 2018 revision,Solar
WMDV Square North - Jul2019,WMDV Square North FY20,WMDV Square North,Bobby Bonilla,85400,1000,kWh,1000,Liters,170000,kWh,CAMX - eGRID2018,1000,Therms,10500,Therms,1000,Liters,5000,Therms,GeneralConversionFactors,RE SSH-Y22 FY20,Xcel Energy,12/17/19,Commercial Building,7/31/19,7/1/19,HCFC-142b - 2018 revision,Solar
WMDV Square North - Jun2019,WMDV Square North FY20,WMDV Square North,Bobby Bonilla,91000,1000,kWh,1000,Liters,275000,kWh,CAMX - eGRID2018,1000,Therms,20500,Therms,1000,Liters,5000,Therms,GeneralConversionFactors,L-Mass LLC SO-4 FY20,Xcel Energy,12/17/19,Commercial Building,6/30/19,6/1/19,HCFC-142b - 2018 revision,Solar
WMDV Square North - Aug2019,WMDV Square North FY20,WMDV Square North,Bobby Bonilla,98000,1000,kWh,1000,Liters,170000,kWh,CAMX - eGRID2018,10000,Therms,10500,Therms,1000,Liters,5000,Therms,GeneralConversionFactors,Blade4 W-REC-6 FY20,Xcel Energy,12/17/19,Commercial Building,8/31/19,8/1/19,HCFC-142b - 2018 revision,Solar
WMDV Square North - Nov2019,WMDV Square North FY20,WMDV Square North,Bobby Bonilla,50000,1000,kWh,1000,Liters,89000,kWh,CAMX - eGRID2018,10000,Therms,12500,Therms,1000,Liters,5000,Therms,GeneralConversionFactors,RE on-bill geothermal XP-992 FY20,Xcel Energy,12/17/19,Commercial Building,11/30/19,11/1/19,HCFC-142b - 2018 revision,Solar
WMDV Square North - Feb2019,WMDV Square North FY20,WMDV Square North,Bobby Bonilla,102680,100,kWh,1000,Liters,250000,kWh,CAMX - eGRID2018,1000,Therms,500,Therms,1000,Liters,1000,Therms,GeneralConversionFactors,RE PiperFarm SO-192 FY20,Xcel Energy,12/17/19,Commercial Building,2/28/19,2/1/19,HCFC-142b - 2018 revision,Solar
WMDV Square North - Apr2019,WMDV Square North FY20,WMDV Square North,Bobby Bonilla,75900,100,kWh,1000,Liters,175000,kWh,CAMX - eGRID2018,1000,Therms,25500,Therms,1000,Liters,1000,Therms,GeneralConversionFactors,RE SSH-Y22 FY20,Xcel Energy,12/17/19,Commercial Building,4/30/19,4/1/19,HCFC-142b - 2018 revision,Solar
WMDV Square North - Mar2019,WMDV Square North FY20,WMDV Square North,Bobby Bonilla,79400,100,kWh,1000,Liters,150000,kWh,CAMX - eGRID2018,1000,Therms,500,Therms,1000,Liters,1000,Therms,GeneralConversionFactors,L-Mass LLC SO-4 FY20,Xcel Energy,12/17/19,Commercial Building,3/31/19,3/1/19,HCFC-142b - 2018 revision,Solar
WMDV Square North - Dec2019,WMDV Square North FY20,WMDV Square North,Bobby Bonilla,85400,1000,kWh,1000,Liters,129000,kWh,CAMX - eGRID2018,10000,Therms,52500,Therms,1000,Liters,5000,Therms,GeneralConversionFactors,Blade4 W-REC-6 FY20,Xcel Energy,12/17/19,Commercial Building,12/31/19,12/1/19,HCFC-142b - 2018 revision,Solar
WMDV Square North - Jan2019,WMDV Square North FY20,WMDV Square North,Bobby Bonilla,91000,10,kWh,100,Liters,200000,kWh,CAMX - eGRID2018,100,Therms,1000,Therms,100,Liters,1000,Therms,GeneralConversionFactors,RE on-bill geothermal XP-992 FY20,Xcel Energy,12/17/19,Commercial Building,1/31/19,1/1/19,HCFC-142b - 2018 revision,Solar
WMDV Square North - May2019,WMDV Square North FY20,WMDV Square North,Bobby Bonilla,136160,100,kWh,1000,Liters,175000,kWh,CAMX - eGRID2018,1000,Therms,20500,Therms,1000,Liters,5000,Therms,GeneralConversionFactors,RE PiperFarm SO-192 FY20,Xcel Energy,12/17/19,Commercial Building,5/31/19,5/1/19,HCFC-142b - 2018 revision,Solar
